"CIPCode2010","CIPTitle2010","Action","Text change","CIPCode2020","CIPTitle2020"
="52.1004","Labor Studies.","No substantive changes",no,="52.1004","Labor Studies."
="52.1005","Human Resources Development.","No substantive changes",no,="52.1005","Human Resources Development."
"","","New",no,="52.1006","Executive/Career Coaching."
="52.1099","Human Resources Management and Services, Other.","No substantive changes",no,="52.1099","Human Resources Management and Services, Other."
="52.11","International Business.","No substantive changes",no,="52.11","International Business."
="52.1101","International Business/Trade/Commerce.","No substantive changes",no,="52.1101","International Business/Trade/Commerce."
="52.12","Management Information Systems and Services.","No substantive changes",no,="52.12","Management Information Systems and Services."
="52.1201","Management Information Systems, General.","No substantive changes",no,="52.1201","Management Information Systems, General."
="52.1206","Information Resources Management.","No substantive changes",no,="52.1206","Information Resources Management."
="52.1207","Knowledge Management.","No substantive changes",no,="52.1207","Knowledge Management."
="52.1299","Management Information Systems and Services, Other.","No substantive changes",no,="52.1299","Management Information Systems and Services, Other."
="52.13","Management Sciences and Quantitative Methods.","No substantive changes",no,="52.13","Management Sciences and Quantitative Methods."
="52.1301","Management Science.","No substantive changes",no,="52.1301","Management Science."
="52.1302","Business Statistics.","No substantive changes",no,="52.1302","Business Statistics."
="52.1304","Actuarial Science.","No substantive changes",no,="52.1304","Actuarial Science."
="52.1399","Management Sciences and Quantitative Methods, Other.","No substantive changes",no,="52.1399","Management Sciences and Quantitative Methods, Other."
="52.14","Marketing.","No substantive changes",no,="52.14","Marketing."
="52.1401","Marketing/Marketing Management, General.","No substantive changes",no,="52.1401","Marketing/Marketing Management, General."
="52.1402","Marketing Research.","No substantive changes",no,="52.1402","Marketing Research."
="52.1403","International Marketing.","No substantive changes",no,="52.1403","International Marketing."
"","","New",no,="52.1404","Digital Marketing."
="52.1499","Marketing, Other.","No substantive changes",no,="52.1499","Marketing, Other."
="52.15","Real Estate.","No substantive changes",no,="52.15","Real Estate."
="52.1501","Real Estate.","No substantive changes",no,="52.1501","Real Estate."
="52.16","Taxation.","No substantive changes",no,="52.16","Taxation."
="52.1601","Taxation.","No substantive changes",no,="52.1601","Taxation."
="52.17","Insurance.","No substantive changes",no,="52.17","Insurance."
="52.1701","Insurance.","No substantive changes",no,="52.1701","Insurance."
="52.18","General Sales, Merchandising and Related Marketing Operations.","No substantive changes",no,="52.18","General Sales, Merchandising and Related Marketing Operations."
="52.1801","Sales, Distribution, and Marketing Operations, General.","No substantive changes",no,="52.1801","Sales, Distribution, and Marketing Operations, General."
="52.1802","Merchandising and Buying Operations.","No substantive changes",no,="52.1802","Merchandising and Buying Operations."
="52.1803","Retailing and Retail Operations.","No substantive changes",no,="52.1803","Retailing and Retail Operations."
="52.1804","Selling Skills and Sales Operations.","No substantive changes",no,="52.1804","Selling Skills and Sales Operations."
"","","New",no,="52.1880","Reserved."
="52.1899","General Merchandising, Sales, and Related Marketing Operations, Other.","No substantive changes",no,="52.1899","General Merchandising, Sales, and Related Marketing Operations, Other."
="52.19","Specialized Sales, Merchandising and  Marketing Operations.","No substantive changes",no,="52.19","Specialized Sales, Merchandising and  Marketing Operations."
="52.1901","Auctioneering.","No substantive changes",no,="52.1901","Auctioneering."
="52.1902","Fashion Merchandising.","No substantive changes",no,="52.1902","Fashion Merchandising."
="52.1903","Fashion Modeling.","No substantive changes",no,="52.1903","Fashion Modeling."
="52.1904","Apparel and Accessories Marketing Operations.","No substantive changes",no,="52.1904","Apparel and Accessories Marketing Operations."
="52.1905","Tourism and Travel Services Marketing Operations.","No substantive changes",no,="52.1905","Tourism and Travel Services Marketing Operations."
="52.1906","Tourism Promotion Operations.","No substantive changes",no,="52.1906","Tourism Promotion Operations."
="52.1907","Vehicle and Vehicle Parts and Accessories Marketing Operations.","No substantive changes",no,="52.1907","Vehicle and Vehicle Parts and Accessories Marketing Operations."
="52.1908","Business and Personal/Financial Services Marketing Operations.","No substantive changes",no,="52.1908","Business and Personal/Financial Services Marketing Operations."
="52.1909","Special Products Marketing Operations.","No substantive changes",no,="52.1909","Special Products Marketing Operations."
="52.1910","Hospitality and Recreation Marketing Operations.","No substantive changes",no,="52.1910","Hospitality and Recreation Marketing Operations."
"","","New",no,="52.1980","Reserved."
="52.1999","Specialized Merchandising, Sales, and Marketing Operations, Other.","No substantive changes",no,="52.1999","Specialized Merchandising, Sales, and Marketing Operations, Other."
="52.20","Construction Management.","No substantive changes",no,="52.20","Construction Management."
="52.2001","Construction Management.","No substantive changes",yes,="52.2001","Construction Management, General."
"","","New",no,="52.2002","Construction Project Management."
"","","New",no,="52.2099","Construction Management, Other."
="52.21","Telecommunications Management.","No substantive changes",no,="52.21","Telecommunications Management."
="52.2101","Telecommunications Management.","No substantive changes",no,="52.2101","Telecommunications Management."
="52.99","Business, Management, Marketing, and Related Support Services, Other.","No substantive changes",no,="52.99","Business, Management, Marketing, and Related Support Services, Other."
="52.9999","Business, Management, Marketing, and Related Support Services, Other.","No substantive changes",no,="52.9999","Business, Management, Marketing, and Related Support Services, Other."
="53","HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES.","No substantive changes",no,="53","HIGH SCHOOL/SECONDARY DIPLOMAS AND CERTIFICATES."
="53.01","High School/Secondary Diploma Programs.","No substantive changes",no,="53.01","High School/Secondary Diploma Programs."
="53.0101","Regular/General High School/Secondary Diploma Program.","No substantive changes",no,="53.0101","Regular/General High School/Secondary Diploma Program."
="53.0102","College/University Preparatory and Advanced High School/Secondary Diploma Program.","No substantive changes",no,="53.0102","College/University Preparatory and Advanced High School/Secondary Diploma Program."
="53.0103","Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program.","No substantive changes",no,="53.0103","Vocational High School and Secondary Business/Vocational-Industrial/Occupational Diploma Program."
="53.0104","Honors/Regents High School/Secondary Diploma Program.","No substantive changes",no,="53.0104","Honors/Regents High School/Secondary Diploma Program."
="53.0105","Adult High School/Secondary Diploma Program.","No substantive changes",no,="53.0105","Adult High School/Secondary Diploma Program."
="53.0199","High School/Secondary Diploma Programs, Other.","No substantive changes",no,="53.0199","High School/Secondary Diploma Programs, Other."
="53.02","High School/Secondary Certificate Programs.","No substantive changes",no,="53.02","High School/Secondary Certificate Programs."
="53.0201","High School Equivalence Certificate Program.","No substantive changes",no,="53.0201","High School Equivalence Certificate Program."
="53.0202","High School Certificate of Competence Program.","No substantive changes",no,="53.0202","High School Certificate of Competence Program."
="53.0203","Certificate of IEP Completion Program.","No substantive changes",no,="53.0203","Certificate of IEP Completion Program."
="53.0299","High School/Secondary Certificates, Other.","No substantive changes",no,="53.0299","High School/Secondary Certificates, Other."
="54","HISTORY.","No substantive changes",no,="54","HISTORY."
="54.01","History.","No substantive changes",no,="54.01","History."
="54.0101","History, General.","No substantive changes",no,="54.0101","History, General."
="54.0102","American  History (United States).","No substantive changes",no,="54.0102","American  History (United States)."
="54.0103","European History.","No substantive changes",no,="54.0103","European History."
="54.0104","History and Philosophy of Science and Technology.","No substantive changes",no,="54.0104","History and Philosophy of Science and Technology."
="54.0105","Public/Applied History.","No substantive changes",no,="54.0105","Public/Applied History."
="54.0106","Asian History.","No substantive changes",no,="54.0106","Asian History."
="54.0107","Canadian History.","No substantive changes",no,="54.0107","Canadian History."
="54.0108","Military History.","No substantive changes",no,="54.0108","Military History."
="54.0199","History, Other.","No substantive changes",no,="54.0199","History, Other."
"","","New",no,="55","RESERVED."
"","","New",no,="55.01","Reserved."
"","","New",no,="55.0101","Reserved."
"","","New",no,="55.13","Reserved."
"","","New",no,="55.1301","Reserved."
"","","New",no,="55.1302","Reserved."
"","","New",no,="55.1303","Reserved."
"","","New",no,="55.1304","Reserved."
"","","New",no,="55.1399","Reserved."
"","","New",no,="55.14","Reserved."
"","","New",no,="55.1401","Reserved."
"","","New",no,="55.1403","Reserved."
"","","New",no,="55.1404","Reserved."
"","","New",no,="55.1405","Reserved."
"","","New",no,="55.1499","Reserved."
"","","New",no,="55.99","Reserved."
"","","New",no,="55.9999","Reserved."
="60","RESIDENCY PROGRAMS.","No substantive changes",yes,="60","HEALTH PROFESSIONS RESIDENCY/FELLOWSHIP PROGRAMS."
="60.01","Dental Residency Programs.","No substantive changes",yes,="60.01","Dental Residency/Fellowship Programs."
="60.0101","Oral and Maxillofacial Surgery Residency Program.","No substantive changes",no,="60.0101","Oral and Maxillofacial Surgery Residency Program."
="60.0102","Dental Public Health Residency Program.","No substantive changes",no,="60.0102","Dental Public Health Residency Program."
="60.0103","Endodontics Residency Program.","No substantive changes",no,="60.0103","Endodontics Residency Program."
="60.0104","Oral and Maxillofacial Pathology Residency Program.","No substantive changes",no,="60.0104","Oral and Maxillofacial Pathology Residency Program."
="60.0105","Orthodontics Residency Program.","No substantive changes",no,="60.0105","Orthodontics Residency Program."
="60.0106","Pediatric Dentistry Residency Program.","No substantive changes",no,="60.0106","Pediatric Dentistry Residency Program."
="60.0107","Periodontology Residency Program.","No substantive changes",no,="60.0107","Periodontology Residency Program."
="60.0108","Prosthodontics Residency Program.","No substantive changes",no,="60.0108","Prosthodontics Residency Program."
="60.0109","Oral and Maxillofacial Radiology Residency Program.","No substantive changes",no,="60.0109","Oral and Maxillofacial Radiology Residency Program."
"","","New",no,="60.0110","Implantology Fellowship Program."
="60.0199","Dental Residency Program, Other.","No substantive changes",yes,="60.0199","Dental Residency/Fellowship Program, Other."
="60.03","Veterinary Residency Programs.","No substantive changes",yes,="60.03","Veterinary Residency/Fellowship Programs."
="60.0301","Veterinary Anesthesiology Residency Program.","No substantive changes",no,="60.0301","Veterinary Anesthesiology Residency Program."
="60.0302","Veterinary Dentistry Residency Program.","No substantive changes",no,="60.0302","Veterinary Dentistry Residency Program."
="60.0303","Veterinary Dermatology Residency Program.","No substantive changes",no,="60.0303","Veterinary Dermatology Residency Program."
="60.0304","Veterinary Emergency and Critical Care Medicine Residency Program.","No substantive changes",no,="60.0304","Veterinary Emergency and Critical Care Medicine Residency Program."
="60.0305","Veterinary Internal Medicine Residency Program.","No substantive changes",no,="60.0305","Veterinary Internal Medicine Residency Program."
="60.0306","Laboratory Animal Medicine Residency Program.","No substantive changes",no,="60.0306","Laboratory Animal Medicine Residency Program."
="60.0307","Veterinary Microbiology Residency Program.","No substantive changes",no,="60.0307","Veterinary Microbiology Residency Program."
="60.0308","Veterinary Nutrition Residency Program.","No substantive changes",no,="60.0308","Veterinary Nutrition Residency Program."
="60.0309","Veterinary Ophthalmology Residency Program.","No substantive changes",no,="60.0309","Veterinary Ophthalmology Residency Program."
="60.0310","Veterinary Pathology Residency Program.","No substantive changes",no,="60.0310","Veterinary Pathology Residency Program."
="60.0311","Veterinary Practice Residency Program.","No substantive changes",no,="60.0311","Veterinary Practice Residency Program."
="60.0312","Veterinary Preventive Medicine Residency Program.","No substantive changes",no,="60.0312","Veterinary Preventive Medicine Residency Program."
="60.0313","Veterinary Radiology Residency Program.","No substantive changes",no,="60.0313","Veterinary Radiology Residency Program."
="60.0314","Veterinary Surgery Residency Program.","No substantive changes",no,="60.0314","Veterinary Surgery Residency Program."
="60.0315","Theriogenology Residency Program.","No substantive changes",no,="60.0315","Theriogenology Residency Program."
="60.0316","Veterinary Toxicology Residency Program.","No substantive changes",no,="60.0316","Veterinary Toxicology Residency Program."
="60.0317","Zoological Medicine Residency Program.","No substantive changes",no,="60.0317","Zoological Medicine Residency Program."
="60.0318","Poultry Veterinarian Residency Program.","No substantive changes",no,="60.0318","Poultry Veterinarian Residency Program."
="60.0319","Veterinary Behaviorist Residency Program.","No substantive changes",no,="60.0319","Veterinary Behaviorist Residency Program."
="60.0320","Veterinary Clinical Pharmacology Residency Program.","No substantive changes",no,="60.0320","Veterinary Clinical Pharmacology Residency Program."
="60.0399","Veterinary Residency Programs, Other.","No substantive changes",yes,="60.0399","Veterinary Residency/Fellowship Program, Other."
="60.04","Medical Residency Programs - General Certificates.","Deleted",no,="60.04","Deleted"
="60.0401","Aerospace Medicine Residency Program.","Moved to",no,="61.2302","Aerospace Medicine Residency Program."
="60.0402","Allergy and Immunology Residency Program.","Moved to",yes,="61.0301","Allergy and Immunology Fellowship Program."
="60.0403","Anesthesiology Residency Program.","Moved to",yes,="61.0401","Anesthesiology Residency Program."
="60.0404","Child Neurology Residency Program.","Moved to",no,="61.1102","Child Neurology Residency Program."
="60.0405","Clinical Biochemical Genetics Residency Program.","Moved to",yes,="61.0901","Clinical Biochemical Genetics Residency Program."
="60.0406","Clinical Cytogenetics Residency Program.","Deleted",no,="60.0406","Deleted, report under 61.0903"
="60.0407","Clinical Genetics Residency Program.","Moved to",yes,="61.0902","Clinical Genetics and Genomics Residency Program."
="60.0408","Clinical Molecular Genetics Residency Program.","Deleted",no,="60.0408","Deleted, report under 61.0903"
="60.0409","Colon and Rectal Surgery Residency Program.","Moved to",yes,="61.2702","Colon and Rectal Surgery Residency Program."
="60.0410","Dermatology Residency Program.","Moved to",no,="61.0501","Dermatology Residency Program."
="60.0411","Diagnostic Radiology Residency Program.","Moved to",no,="61.2601","Diagnostic Radiology Residency Program."
="60.0412","Emergency Medicine Residency Program.","Moved to",no,="61.0601","Emergency Medicine Residency Program."
="60.0413","Family Medicine Residency Program.","Moved to",no,="61.0701","Family Medicine Residency Program."
="60.0414","General Surgery Residency Program.","Moved to",no,="61.2701","General Surgery Residency Program."
="60.0415","Internal Medicine Residency Program.","Moved to",no,="61.0801","Internal Medicine Residency Program."
="60.0416","Neurological Surgery Residency Program.","Moved to",no,="61.1001","Neurological Surgery Residency Program."
="60.0417","Neurology Residency Program.","Moved to",no,="61.1101","Neurology Residency Program."
="60.0418","Nuclear Medicine Residency Program.","Moved to",no,="61.1201","Nuclear Medicine Residency Program."
="60.0419","Obstetrics and Gynecology Residency Program.","Moved to",no,="61.1301","Obstetrics and Gynecology Residency Program."
="60.0420","Occupational Medicine Residency Program.","Moved to",no,="61.2303","Occupational Medicine Residency Program."
="60.0421","Ophthalmology Residency Program.","Moved to",no,="61.1401","Ophthalmology Residency Program."
="60.0422","Orthopedic Surgery Residency Program.","Moved to",no,="61.1501","Orthopedic Surgery Residency Program."
="60.0423","Otolaryngology Residency Program.","Moved to",no,="61.1701","Otolaryngology Residency Program."
="60.0424","Pathology Residency Program.","Moved to",yes,="61.1801","Combined Anatomic and Clinical Pathology Residency Program."
="60.0425","Pediatrics Residency Program.","Moved to",no,="61.1901","Pediatrics Residency Program."
="60.0426","Physical Medicine and Rehabilitation Residency Program.","Moved to",no,="61.2001","Physical Medicine and Rehabilitation Residency Program."
="60.0427","Plastic Surgery Residency Program.","Moved to",no,="61.2101","Plastic Surgery Residency Program."
="60.0428","Psychiatry Residency Program.","Moved to",no,="61.2401","Psychiatry Residency Program."
="60.0429","Public Health and General Preventive Medicine Residency Program.","Moved to",no,="61.2301","Public Health and General Preventive Medicine Residency Program."
="60.0430","Radiation Oncology Residency Program.","Moved to",no,="61.2501","Radiation Oncology Residency Program."
="60.0431","Radiologic Physics Residency Program.","Moved to",no,="61.2610","Radiologic Physics Residency Program."
="60.0432","Thoracic Surgery Residency Program.","Moved to",yes,="61.2707","Thoracic Surgery Fellowship Program."
="60.0433","Urology Residency Program.","Moved to",yes,="61.2801","Urology Residency Program."
="60.0434","Vascular Surgery Residency Program.","Moved to",yes,="61.2708","Vascular Surgery Fellowship Program."
="60.0499","Medical Residency Programs - General Certificates, Other.","Deleted",no,="60.0499","Deleted"
="60.05","Medical Residency Programs - Subspecialty Certificates.","Deleted",no,="60.05","Deleted"
="60.0501","Addiction Psychiatry Residency Program.","Moved to",yes,="61.2402","Addiction Psychiatry Fellowship Program."
="60.0502","Adolescent Medicine Residency Program.","Moved to",yes,="61.1902","Adolescent Medicine Fellowship Program."
="60.0503","Blood Banking/Transfusion Medicine Residency Program.","Moved to",yes,="61.1804","Blood Banking/Transfusion Medicine Fellowship Program."
="60.0504","Cardiovascular Disease Residency Program.","Moved to",yes,="61.0804","Cardiovascular Disease Fellowship Program."
="60.0505","Chemical Pathology Residency Program.","Moved to",yes,="61.1805","Chemical Pathology Fellowship Program."
="60.0506","Child Abuse Pediatrics Residency Program.","Moved to",yes,="61.1903","Child Abuse Pediatrics Fellowship Program."
="60.0507","Child and Adolescent Psychiatry Residency Program.","Moved to",yes,="61.2403","Child and Adolescent Psychiatry Fellowship Program."
="60.0508","Clinical Cardiac Electrophysiology Residency Program.","Moved to",yes,="61.0805","Clinical Cardiac Electrophysiology Fellowship Program."
="60.0509","Clinical Neurophysiology Residency Program.","Moved to",yes,="61.1103","Clinical Neurophysiology Fellowship Program."
="60.0510","Congenital Cardiac Surgery Residency Program.","Moved to",yes,="61.2704","Congenital Cardiac Surgery Fellowship Program."
="60.0511","Critical Care Medicine Residency Program.","Moved to",yes,="61.0202","Critical Care Medicine Fellowship Program."
="60.0512","Cytopathology Residency Program.","Moved to",yes,="61.1806","Cytopathology Fellowship Program."
="60.0513","Dermatopathology Residency Program.","Moved to",yes,="61.0502","Dermatopathology Fellowship Program."
="60.0514","Developmental-Behavioral Pediatrics Residency Program.","Moved to",yes,="61.1904","Developmental-Behavioral Pediatrics Fellowship Program."
="60.0515","Diagnostic Radiologic Physics Residency Program.","Moved to",no,="61.2604","Diagnostic Radiologic Physics Residency Program."
="60.0516","Endocrinology, Diabetes and Metabolism Residency Program.","Moved to",yes,="61.0806","Endocrinology, Diabetes, and Metabolism Fellowship Program."
="60.0517","Forensic Pathology Residency Program.","Moved to",yes,="61.1807","Forensic Pathology Fellowship Program."
="60.0518","Forensic Psychiatry Residency Program.","Moved to",yes,="61.2405","Forensic Psychiatry Fellowship Program."
="60.0519","Gastroenterology Residency Program.","Moved to",yes,="61.0807","Gastroenterology Fellowship Program."
="60.0520","Geriatric Medicine Residency Program.","Moved to",yes,="61.0203","Geriatric Medicine Fellowship Program."
="60.0521","Geriatric Psychiatry Residency Program.","Moved to",yes,="61.2406","Geriatric Psychiatry Fellowship Program."
="60.0522","Gynecologic Oncology Residency Program.","Moved to",yes,="61.1302","Gynecologic Oncology Fellowship Program."
="60.0523","Hematological Pathology Residency Program.","Moved to",yes,="61.1808","Hematological Pathology Fellowship Program."
="60.0524","Hematology Residency Program.","Moved to",yes,="61.0808","Hematology Fellowship Program."
="60.0525","Hospice and Palliative Medicine Residency Program.","Moved to",yes,="61.0205","Hospice and Palliative Medicine Fellowship Program."
="60.0526","Immunopathology Residency Program.","Moved to",yes,="61.1809","Immunopathology Fellowship Program."
="60.0527","Infectious Disease Residency Program.","Moved to",yes,="61.0810","Infectious Disease Fellowship Program."
="60.0528","Interventional Cardiology Residency Program.","Moved to",yes,="61.0811","Interventional Cardiology Fellowship Program."
="60.0529","Laboratory Medicine Residency Program.","Moved to",yes,="61.1810","Laboratory Medicine Fellowship Program."
="60.0530","Maternal and Fetal Medicine Residency Program.","Moved to",yes,="61.1303","Maternal and Fetal Medicine Fellowship Program."
="60.0531","Medical Biochemical Genetics Residency Program.","Moved to",yes,="61.0904","Medical Biochemical Genetics Residency Program."
="60.0532","Medical Microbiology Residency Program.","Moved to",yes,="61.1811","Medical Microbiology Fellowship Program."
="60.0533","Medical Nuclear Physics Residency Program.","Moved to",no,="61.2605","Medical Nuclear Physics Residency Program."
="60.0534","Medical Oncology Residency Program.","Moved to",yes,="61.0813","Medical Oncology Fellowship Program."
="60.0535","Medical Toxicology Residency Program.","Moved to",yes,="61.0208","Medical Toxicology Fellowship Program."
="60.0536","Molecular Genetic Pathology Residency Program.","Moved to",yes,="61.1812","Molecular Genetic Pathology Fellowship Program."
="60.0537","Musculoskeletal Oncology Residency Program.","Moved to",yes,="61.1502","Musculoskeletal Oncology Fellowship Program."
="60.0538","Neonatal-Perinatal Medicine Residency Program.","Moved to",yes,="61.1905","Neonatal-Perinatal Medicine Fellowship Program."
="60.0539","Nephrology Residency Program.","Moved to",yes,="61.0812","Nephrology Fellowship Program."
="60.0540","Neurodevelopmental Disabilities Residency Program.","Moved to",yes,="61.1106","Neurodevelopmental Disabilities Fellowship Program."
="60.0541","Neuromuscular Medicine Residency Program.","Moved to",yes,="61.0209","Neuromuscular Medicine Fellowship Program."
="60.0542","Neuropathology Residency Program.","Moved to",yes,="61.1813","Neuropathology Fellowship Program."
="60.0543","Neuroradiology Residency Program.","Moved to",yes,="61.2607","Neuroradiology Fellowship Program."
="60.0544","Neurotology Residency Program.","Moved to",yes,="61.1702","Neurotology Fellowship Program."
="60.0545","Nuclear Radiology Residency Program.","Moved to",yes,="61.2608","Nuclear Radiology Fellowship Program."
="60.0546","Orthopedic Sports Medicine Residency Program.","Moved to",yes,="61.1503","Orthopedic Sports Medicine Fellowship Program."
="60.0547","Orthopedic Surgery of the Spine Residency Program.","Moved to",yes,="61.1504","Orthopedic Surgery of the Spine Fellowship Program."
="60.0548","Pain Medicine Residency Program.","Moved to",yes,="61.0210","Pain Medicine Fellowship Program."
="60.0549","Pediatric Cardiology Residency Program.","Moved to",yes,="61.1906","Pediatric Cardiology Fellowship Program."
="60.0550","Pediatric Critical Care Medicine Residency Program.","Moved to",yes,="61.1907","Pediatric Critical Care Medicine Fellowship Program."
="60.0551","Pediatric Dermatology Residency Program.","Moved to",yes,="61.0503","Pediatric Dermatology Fellowship Program."
="60.0552","Pediatric Emergency Medicine Residency Program.","Moved to",yes,="61.1908","Pediatric Emergency Medicine Fellowship Program."
="60.0553","Pediatric Endocrinology Residency Program.","Moved to",yes,="61.1909","Pediatric Endocrinology Fellowship Program."
="60.0554","Pediatric Gastroenterology Residency Program.","Moved to",yes,="61.1910","Pediatric Gastroenterology Fellowship Program."
="60.0555","Pediatric Hematology-Oncology Residency Program.","Moved to",yes,="61.1911","Pediatric Hematology-Oncology Fellowship Program."
="60.0556","Pediatric Infectious Diseases Residency Program.","Moved to",yes,="61.1912","Pediatric Infectious Diseases Fellowship Program."
="60.0557","Pediatric Nephrology Residency Program.","Moved to",yes,="61.1913","Pediatric Nephrology Fellowship Program."
="60.0558","Pediatric Orthopedics Residency Program.","Moved to",yes,="61.1505","Pediatric Orthopedics Fellowship Program."
="60.0559","Pediatric Otolaryngology Residency Program.","Moved to",yes,="61.1703","Pediatric Otolaryngology Fellowship Program."
="60.0560","Pediatric Pathology Residency Program.","Moved to",yes,="61.1814","Pediatric Pathology Fellowship Program."
="60.0561","Pediatric Pulmonology Residency Program.","Moved to",yes,="61.1914","Pediatric Pulmonology Fellowship Program."
="60.0562","Pediatric Radiology Residency Program.","Moved to",yes,="61.2609","Pediatric Radiology Fellowship Program."
="60.0563","Pediatric Rehabilitation Medicine Residency Program.","Moved to",yes,="61.2003","Pediatric Rehabilitation Medicine Fellowship Program."
="60.0564","Pediatric Rheumatology Residency Program.","Moved to",yes,="61.1915","Pediatric Rheumatology Fellowship Program."
="60.0565","Pediatric Surgery Residency Program.","Moved to",yes,="61.2705","Pediatric Surgery Fellowship Program."
="60.0566","Pediatric Transplant Hepatology Residency Program.","Moved to",yes,="61.1917","Pediatric Transplant Hepatology Fellowship Program."
="60.0567","Pediatric Urology Residency Program.","Moved to",yes,="61.2802","Pediatric Urology Fellowship Program."
="60.0568","Physical Medicine and Rehabilitation/Psychiatry Residency Program.","Deleted",no,="60.0568","Deleted, report under 61.0199"
="60.0569","Plastic Surgery Within the Head and Neck Residency Program.","Moved to",yes,="61.2103","Plastic Surgery Within the Head and Neck Fellowship Program."
="60.0570","Psychosomatic Medicine Residency Program.","Moved to",yes,="61.2404","Consultation-Liaison Psychiatry Fellowship Program."
="60.0571","Pulmonary Disease Residency Program.","Moved to",yes,="61.0814","Pulmonary Disease Fellowship Program."
="60.0572","Radioisotopic Pathology Residency Program.","Moved to",yes,="61.1815","Radioisotopic Pathology Fellowship Program."
="60.0573","Reproductive Endocrinology/Infertility Residency Program.","Moved to",yes,="61.1304","Reproductive Endocrinology/Infertility Fellowship Program."
="60.0574","Rheumatology Residency Program.","Moved to",yes,="61.0816","Rheumatology Fellowship Program."
="60.0575","Sleep Medicine Residency Program.","Moved to",yes,="61.0212","Sleep Medicine Fellowship Program."
="60.0576","Spinal Cord Injury Medicine Residency Program.","Moved to",yes,="61.2002","Spinal Cord Injury Medicine Fellowship Program."
="60.0577","Sports Medicine Residency Program.","Moved to",yes,="61.0213","Sports Medicine Fellowship Program."
="60.0578","Surgery of the Hand Residency Program.","Moved to",yes,="61.0214","Surgery of the Hand Fellowship Program."
="60.0579","Surgical Critical Care Residency Program.","Moved to",yes,="61.2706","Surgical Critical Care Fellowship Program."
="60.0580","Therapeutic Radiologic Physics Residency Program.","Moved to",no,="61.2611","Therapeutic Radiologic Physics Residency Program."
="60.0581","Transplant Hepatology Residency Program.","Moved to",yes,="61.0818","Transplant Hepatology Fellowship Program."
="60.0582","Undersea and Hyperbaric Medicine Residency Program.","Moved to",yes,="61.0216","Undersea and Hyperbaric Medicine Fellowship Program."
="60.0583","Vascular and Interventional Radiology Residency Program.","Moved to",yes,="61.2612","Vascular and Interventional Radiology Fellowship Program."
="60.0584","Vascular Neurology Residency Program.","Moved to",yes,="61.1107","Vascular Neurology Fellowship Program."
="60.0599","Medical Residency Programs - Subspecialty Certificates, Other.","Deleted",no,="60.0599","Deleted"
="60.06","Podiatric Medicine Residency Programs.","Moved to",yes,="61.22","Podiatric Medicine Residency/Fellowship Programs."
="60.0601","Podiatric Medicine and Surgery - 24 Residency Program.","Deleted",no,="60.0601","Deleted, report under 61.2201"
="60.0602","Podiatric Medicine and Surgery - 36 Residency Program.","Deleted",no,="60.0602","Deleted, report under 61.2201"
"","","New",no,="60.07","Nurse Practitioner Residency/Fellowship Programs."
"","","New",no,="60.0701","Nurse Practitioner Residency/Fellowship Program, General."
"","","New",no,="60.0702","Combined Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0703","Acute Care Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0704","Adult/Gerontology Acute Care Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0705","Adult/Gerontology Critical Care Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0706","Cardiology/Cardiovascular Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0707","Clinical Informatics Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0708","Dermatology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0709","Developmental and Behavioral Pediatrics Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0710","Diabetes Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0711","Emergency Medicine Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0712","Endocrinology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0713","Family Medicine Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0714","Gastroenterology and Hepatology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0715","Gastroenterology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0716","Genetics Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0717","Gerontology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0718","Global Health Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0719","Hematology-Oncology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0720","Hepatology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0721","Home-Based Primary Care Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0722","Hospice and Palliative Medicine Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0723","Hospital Medicine Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0724","Infectious Diseases Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0725","Neonatal Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0726","Nephrology Nurse Practitioner Residency/Fellowship Program."
"","","New",no,="60.0727","Neurology Nurse Practitioner Residency/Fellowship Program."
